Y,X1,X2,X3
87706080,231,420,904
274883730,705,958,407
16246440,921,60,294
36937824,228,616,263
341088,1,608,561
198462528,788,792,318
363749629,907,761,527
248967180,805,852,363
7457736,159,82,572
10422360,60,442,393
293300568,438,836,801
404584362,586,819,843
44191100,215,215,956
60711308,821,556,133
194021508,326,843,706
18603750,625,902,33
34631256,88,699,563
81381846,214,637,597
97313440,269,680,532
7032960,660,296,36
146911382,821,277,646
21386000,578,1000,37
22304934,558,563,71
152198592,403,843,448
155467360,383,472,860
145823832,396,907,406
39961222,641,854,73
12082176,874,512,27
83892875,407,485,425
37208160,54,880,783
250123500,825,310,978
129909976,826,274,574
79030855,335,877,269
10081908,999,841,12
40669998,877,262,177
113440000,250,709,640
9430200,325,104,279
241455502,523,718,643
66444780,155,514,834
268131600,732,407,900
279536400,594,905,520
25296,68,3,124
96711975,815,879,135
26505570,294,95,949
166927680,596,778,360
240312204,978,561,438
233857320,380,941,654
103753860,590,237,742
27864144,718,294,132
80138670,258,365,851
146876004,723,684,297
32609400,278,391,300
54707184,229,632,378
211336580,455,769,604
184325220,690,582,459
456644565,867,949,555
160264395,487,515,639
85875090,609,239,590
31604580,929,45,756
15873888,296,109,492
36713700,570,570,113
49768320,92,784,690
215826366,413,753,694
31381350,209,286,525
85566200,370,373,620
5914800,31,240,795
6006528,32,264,711
70670880,756,123,760
133954560,360,912,408
235170,13,270,67
152248140,639,380,627
9895200,280,60,589
36512000,160,350,652
585003408,979,633,944
14900000,80,298,625
2966103,23,483,267
55500102,171,478,679
167834250,873,769,250
70387590,885,266,299
112697988,676,183,911
242480370,670,363,997
219663882,411,843,634
12753408,46,361,768
106552215,345,539,573
317700349,439,929,779
8573040,441,72,270
148672150,347,902,475
5021520,915,343,16
185646834,222,969,863
25446960,297,360,238
20803720,389,70,764
14527260,495,638,46
324031187,613,817,647
48548268,531,114,802
23934171,313,359,213
169239798,373,819,554
4505424,483,212,44
8476650,567,650,23
77789700,705,180,613
126515240,664,719,265
126835880,466,620,439
6217350,30,229,905
338615781,921,991,371
119971780,590,694,293
43214355,45,989,971
84420820,110,769,998
107304514,457,703,334
25943931,311,897,93
32924606,146,247,913
62912596,359,454,386
48985952,124,904,437
33130320,620,219,244
15205159,31,859,571
25539800,611,440,95
65379300,163,573,700
57268800,400,369,388
26118670,967,146,185
95015040,984,142,680
110265760,496,430,517
35251308,513,164,419
55055550,547,671,150
24046200,549,120,365
232806240,912,670,381
2411640,90,308,87
120359680,404,380,784
16359624,92,999,178
5492196,61,122,738
20849670,279,318,235
27552182,131,581,362
46951590,282,355,469
87468388,854,617,166
464567670,665,761,918
40293504,108,712,524
9155036,932,893,11
107871576,444,734,331
1010880,160,39,162
504983496,788,841,762
38280060,205,189,988
13403664,207,71,912
6733584,981,8,858
227573640,873,532,490
297424800,909,400,818
82740,3,394,70
268836000,521,600,860
69893370,111,834,755
14340384,303,102,464
120094443,249,579,833
60963048,678,508,177
47862450,279,470,365
15969312,864,303,61
104366496,482,694,312
67972125,975,73,955
3692048,146,116,218
124347198,501,643,386
3079539,243,551,23
244829260,689,545,652
37704576,664,728,78
1008072,27,359,104
816408,17,87,552
34137600,508,672,100
93881480,952,163,605
4525632,162,388,72
161515858,749,511,422
159976180,406,433,910
164436480,468,610,576
21046680,114,905,204
76391424,162,768,614
209566770,991,318,665
225046312,932,314,769
7928700,380,321,65
52362176,544,149,646
4243008,44,984,98
180283600,496,469,775
11722050,457,75,342
24123000,165,425,344
83795472,162,779,664
224594064,738,872,349
301278687,983,849,361
66287650,325,803,254
440801900,655,770,874
13864032,92,273,552
422137170,747,819,690
574838540,874,739,890
156196755,377,837,495
20730948,236,623,141
91008380,907,865,116
24702660,233,285,372
54095496,728,799,93
9253440,270,119,288
62213058,109,857,666
4258432,152,206,136
5315288,418,17,748
290952153,701,963,431
559936,673,26,32
96843230,985,451,218
1793154,22,303,269
44008503,813,703,77
30534504,806,308,123
245465220,910,671,402
19353096,774,47,532
113533056,988,168,684
44260878,349,919,138
2038400,560,65,56
84547512,504,227,739
80006784,611,704,186
141812268,481,316,933
67756176,999,216,314
14241360,70,346,588
93479592,379,478,516
149286690,901,630,263
23520624,244,277,348
4790475,675,151,47
32918400,270,254,480
138639732,596,583,399
268660180,578,877,530
291335200,514,650,872
22397221,121,853,217
81800940,884,465,199
110409152,266,476,872
277861194,666,871,479
201404280,710,462,614
131224860,372,585,603
554199600,654,950,892
114969456,464,399,621
274164,12,31,737
33225800,620,233,230
81386910,297,409,670
54647957,679,151,533
25656799,851,413,73
183526660,526,943,370
18495246,231,602,133
13604500,169,805,100
45294480,602,152,495
321242727,499,663,971
442999368,762,769,756
423867808,893,652,728
70868460,145,723,676
23078880,990,496,47
487849600,700,928,751
322382016,656,612,803
265501988,953,578,482
323679664,649,854,584
383160,8,465,103
2698640,40,854,79
22317360,622,230,156
379846720,682,590,944
131562112,583,688,328
380733696,648,602,976
2140832,298,449,16
189657468,858,266,831
103977720,726,165,868
479876502,931,542,951
355056800,752,475,994
80763804,306,682,387
5200260,452,65,177
3744,72,2,26
279126108,837,526,634
284745627,887,477,673
26290656,126,483,432
365471150,506,835,865
47124480,384,260,472
139406757,501,313,889
104370000,125,852,980
76937760,606,368,345
25280970,213,830,143
215363519,577,751,497
7069328,508,14,994
2773125,145,45,425
165711840,662,420,596
42349312,136,526,592
293284596,978,634,473
3946320,696,42,135
21404262,58,583,633
100750300,175,652,883
459956004,556,939,881
206854497,843,933,263
19503666,273,126,567
358635860,815,803,548
267290400,650,624,659
4481324,73,206,298
30008961,171,527,333
258277290,723,514,695
99943935,511,295,663
156227918,749,499,418
79247340,185,438,978
94806400,848,650,172
60730930,754,445,181
208033344,656,414,766
73578336,428,754,228
106058223,379,527,531
24048390,146,395,417
11738160,357,48,685
28407300,895,69,460
252454928,632,542,737
118493280,446,540,492
34693260,340,903,113
44511520,905,928,53
14854336,448,467,71
402790050,675,778,767
512301636,852,959,627
78933987,653,363,333
67732425,653,225,461
6378652,262,37,658
45467730,891,105,486
52322750,365,470,305
3324240,135,304,81
163022724,356,697,657
5398760,40,971,139
62464072,346,242,746
44760520,490,164,557
40513928,182,551,404
65580273,827,801,99
34440000,350,150,656
183188610,682,423,635
94662854,691,479,286
225879144,348,899,722
4794699,193,169,147
9051344,34,856,311
61788704,199,313,992
177730920,904,771,255
21301200,150,291,488
151118856,774,266,734
39985500,345,610,190
120024645,507,419,565
36471860,508,83,865
22657887,63,801,449
211477968,692,653,468
507950416,976,797,653
12327480,45,484,566
46459800,974,75,636
39848760,441,180,502
58611115,443,235,563
158906880,864,440,418
53638400,680,580,136
651311430,987,857,770
377347896,534,972,727
28338336,648,52,841
13427400,100,966,139
2093952,112,246,76
10728976,446,124,194
9157620,95,174,554
7114500,250,31,918
61497800,436,806,175
15002106,226,609,109
278087040,760,756,484
45460740,780,349,167
1875720,392,55,87
90637056,279,576,564
8573560,29,760,389
305301672,878,743,468
24978135,455,87,631
54249594,161,534,631
341324184,508,991,678
141954624,266,872,612
488165756,937,932,559
16211328,296,336,163
10535616,938,936,12
62788698,257,294,831
126839370,329,905,426
472305564,922,894,573
66368952,387,884,194
60166854,509,297,398
643369440,876,854,860
3322341,11,907,333
526353712,899,592,989
1337448,532,419,6
113230260,858,498,265
97812000,190,880,585
268248240,936,615,466
4586400,180,26,980
2638818,567,179,26
17425926,251,609,114
12738572,308,701,59
327079808,997,466,704
166396920,905,326,564
56614600,140,742,545
18699120,787,33,720
8250984,856,81,119
158996784,542,408,719
82644264,244,607,558
722337528,866,979,852
49436247,321,449,343
289787256,899,666,484
101139610,535,286,661
33266538,783,291,146
612569880,988,747,830
71409600,348,540,380
235888250,905,401,650
19424250,873,250,89
398882952,806,699,708
86865808,664,439,298
784800,48,218,75
26932050,617,150,291
40833660,238,258,665
28341544,662,44,973
41459328,657,464,136
181402416,351,582,888
245821392,513,894,536
34933032,94,372,999
19006170,415,449,102
202320027,531,553,689
199864290,911,710,309
25658560,160,181,886
103793103,321,333,971
12078528,602,76,264
133465500,669,500,399
86320179,983,887,99
21491228,614,74,473
27385840,152,430,419
99332424,261,452,842
315086415,833,835,453
41526144,452,132,696
61334280,380,183,882
65256598,454,803,179
60991272,246,852,291
14332780,110,227,574
23184876,59,429,916
58031112,402,956,151
135655156,923,203,724
52501416,726,179,404
325214460,555,794,738
22320200,140,214,745
276917172,589,812,579
85840928,232,466,794
491446305,707,855,813
1509214,989,7,218
246883168,542,686,664
192622528,478,514,784
62443360,127,560,878
312408576,558,972,576
56378700,628,665,135
926408412,974,954,997
31707440,316,346,290
86996970,769,838,135
54218820,505,778,138
23357872,178,349,376
590909800,754,922,850
618761220,931,795,836
148978032,582,392,653
20569512,412,314,159
55036800,273,225,896
798690,237,10,337
69757100,878,227,350
220080096,569,632,612
3455856,72,206,233
148457988,359,547,756
86443890,299,690,419
121950720,603,790,256
39989760,768,635,82
221665410,967,405,566
200233110,427,490,957
7248120,170,51,836
18933529,971,31,629
7226880,10,768,941
5755574,862,607,11
118039194,351,471,714
58361856,512,354,322
113887620,166,770,891
315853664,707,736,607
155661588,479,531,612
71883000,900,245,326
1546624,8,562,344
1905600,192,25,397
225481008,412,773,708
629289,457,27,51
2160492,43,318,158
427555674,819,686,761
251082411,433,683,849
7931721,721,193,57
168402624,536,636,494
69388209,997,703,99
97616610,195,609,822
24264000,60,600,674
17916768,72,932,267
68517491,707,487,199
13095082,211,217,286
19783104,272,551,132
737490996,894,862,957
115318292,866,479,278
31021848,262,598,198
29462064,106,313,888
26639704,559,184,259
172228350,679,890,285
613365,397,15,103
39811200,195,464,440
105216944,757,272,511
62463390,214,957,305
22758560,440,772,67
422058924,837,756,667
243172436,599,844,481
44729568,919,288,169
7453296,71,324,324
173949184,713,953,256
186141024,323,928,621
318946185,821,445,873
57513850,305,346,545
22002684,566,62,627
129013272,967,436,306
9153990,153,155,386
71823894,667,822,131
44654736,694,84,766
9685440,855,708,16
96878738,803,674,179
403459875,819,875,563
131717880,760,441,393
64210176,93,768,899
32779485,391,729,115
137637432,846,356,457
2189616,8,858,319
149615234,991,551,274
110735280,612,415,436
22183200,156,711,200
123431336,733,679,248
16610800,200,317,262
141721146,607,714,327
4004755,389,29,355
274523400,698,684,575
117182080,277,661,640
94509800,266,836,425
79655598,814,393,249
140076450,895,333,470
108868320,948,396,290
212316412,511,781,532
253490874,507,503,994
151517664,708,241,888
219130978,641,379,902
26861250,551,75,650
52013610,633,913,90
839520,212,180,22
122417610,157,790,987
35684109,633,989,57
26110980,102,265,966
431618432,854,848,596
118547418,771,241,638
225182590,863,269,970
4010160,264,31,490
316990848,384,937,881
28746927,297,151,641
130549080,293,474,940
52267124,281,364,511
105528960,310,576,591
66057376,83,952,836
66834099,449,999,149
249734792,926,706,382
213052500,557,425,900
197098000,748,500,527
137269152,782,276,636
1278400,850,94,16
126645792,931,218,624
190223616,267,968,736
347299920,933,880,423
9540128,136,247,284
22545837,71,619,513
513105648,716,979,732
82836936,269,312,987
288681834,691,686,609
239266590,313,921,830
5159160,360,843,17
42260520,282,254,590
38052000,600,151,420
311207760,372,955,876
432784576,664,721,904
20077200,88,845,270
527589750,955,635,870
256263470,502,529,965
215037504,288,838,891
14594160,146,588,170
9142686,134,171,399
19412078,349,203,274
5711320,340,227,74
284928000,848,600,560
34802504,968,229,157
117390,13,70,129
26640222,518,93,553
181236605,449,895,451
2020200,740,105,26
73651676,829,167,532
66400488,812,462,177
58874508,84,951,737
64612730,101,910,703
373112460,882,717,590
330520608,864,913,419
50518560,328,453,340
43835400,90,980,497
35969673,347,327,317
72028440,297,516,470
50027512,557,412,218
38962920,115,456,743
725608320,835,876,992
4591080,260,18,981
280634592,644,813,536
40180448,616,709,92
12262448,418,76,386
595602,203,326,9
47311992,332,609,234
220941340,734,971,310
374318694,599,699,894
61842654,373,183,906
50707190,307,415,398
84714616,133,824,773
43516851,427,483,211
339950072,664,763,671
97565,95,79,13
156373021,323,713,679
17538560,160,403,272
54323360,338,287,560
126000732,429,404,727
61143687,93,687,957
155200932,937,214,774
620280882,702,943,937
170735675,619,425,649
59321763,229,321,807
1900242,922,9,229
13740246,46,333,897
124516392,438,781,364
41323464,106,884,441
143916560,205,986,712
246142464,839,764,384
249315516,837,659,452
2459184,156,28,563
9039240,211,340,126
182327740,430,977,434
2598544,62,248,169
22944866,53,749,578
1079344,419,28,92
721240,730,26,38
241853040,624,435,891
204928500,673,875,348
277480236,838,957,346
25792000,832,100,310
13841709,339,133,307
15170738,278,451,121
172783800,882,653,300
284917248,396,896,803
44859108,92,749,651
49336104,643,278,276
1113672,947,28,42
54120759,627,413,209
6852400,926,925,8
15006920,761,232,85
88417792,596,244,608
455216651,757,631,953
32227231,677,181,263
22963140,661,36,965
1493640,270,922,6
48357078,917,374,141
29345625,925,235,135
345756502,754,601,763
63473696,572,776,143
90951696,857,396,268
77825092,508,641,239
26173800,655,666,60
30253608,306,214,462
200454480,954,255,824
149861664,864,537,323
5002890,131,201,190
40020992,968,76,544
214663757,887,449,539
73442192,388,599,316
19013800,206,260,355
4621248,678,96,71
109939950,555,213,930
67208004,569,306,386
500349240,872,933,615
10267266,249,778,53
59134761,903,249,263
24421248,731,174,192
13416480,396,220,154
457327178,967,814,581
108395280,321,670,504
118128790,599,962,205
536245380,566,957,990
251315362,601,838,499
2314268,706,149,22
233374440,390,844,709
93592200,355,507,520
112146688,353,544,584
87078342,123,949,746
25188240,231,188,580
5104080,417,170,72
133041408,768,211,821
99637308,202,818,603
31329870,65,654,737
110219020,830,134,991
122740296,406,354,854
35326720,104,772,440
48336912,312,513,302
217945880,404,739,730
55818720,216,730,354
117568656,582,443,456
118864576,328,388,934
14652539,451,53,613
44250800,565,440,178
81876096,864,106,894
546429759,643,969,877
228687592,497,904,509
89124294,602,183,809
23025024,316,506,144
77427328,866,352,254
51048000,192,709,375
15826150,731,50,433
139679868,739,829,228
405848030,742,787,695
182850750,526,515,675
268747600,550,593,824
71433252,393,748,243
5692686,219,41,634
9397200,492,764,25
122833840,499,340,724
373515200,712,860,610
48756788,538,401,226
72832410,315,599,386
78171848,391,373,536
322590816,457,817,864
71167668,619,737,156
103687560,124,855,978
4316312,484,686,13
145362252,951,412,371
283067184,681,626,664
350394200,865,533,760
170153280,352,738,655
45674784,982,228,204
9186660,161,951,60
95360954,338,307,919
312869636,461,886,766
448108920,955,532,882
80281779,383,321,653
226905890,410,563,983
61730115,257,335,717
206862630,697,390,761
162893080,457,670,532
100177530,215,983,474
53926080,232,390,596
35281040,530,424,157
373990760,572,755,866
275509272,964,654,437
108271500,131,950,870
91089480,344,635,417
243385768,892,454,601
63602360,230,514,538
99778824,216,809,571
12741228,218,102,573
346067596,511,722,938
137702268,972,583,243
533999648,728,782,938
103427632,784,179,737
57555344,847,137,496
17797143,39,973,469
335101221,619,819,661
42587440,280,673,226
445287115,581,845,907
54213731,377,769,187
24083514,189,338,377
4908800,130,944,40
77195976,996,143,542
13681668,26,938,561
7053750,171,110,375
45944064,64,828,867
27261390,741,283,130
9245502,81,434,263
48968640,347,315,448
4356702,63,487,142
241497096,926,309,844
3990805,7,895,637
247485716,734,467,722
9889572,278,77,462
233571600,300,801,972
124992,186,84,8
328744920,588,815,686
600684630,903,731,910
101704302,833,323,378
1989504,157,528,24
10053120,952,64,165
75662444,682,251,442
63241360,196,730,442
4774692,762,26,241
251864664,733,556,618
564527500,850,718,925
190734720,605,821,384
189998424,473,797,504
22270248,252,309,286
42622706,527,371,218
119462720,940,752,169
271443150,486,825,677
46390080,736,330,191
42032160,303,272,510
174717585,711,595,413
8924409,83,919,117
4630184,844,26,211
128806884,564,269,849
84012992,554,677,224
8242580,218,95,398
7879908,722,17,642
252030680,904,407,685
86396400,699,824,150
12380580,180,681,101
373018932,498,873,858
2089278,149,171,82
63094752,612,526,196
413474496,736,859,654
37314915,265,251,561
15238080,66,240,962
81420768,792,156,659
15784704,992,612,26
8145680,233,115,304
91789120,359,376,680
156415248,484,382,846
27848628,151,282,654
272959092,613,684,651
39470076,381,388,267
1690304,686,28,88
148761172,469,358,886
1768610,71,47,530
23511600,120,630,311
153228480,687,697,320
526370364,897,948,619
2329860,309,580,13
338879651,839,503,803
235810384,307,787,976
56870220,199,866,330
280758842,721,442,881
7066488,638,142,78
151794720,555,352,777
61370946,362,621,273
75097792,343,311,704
186206338,446,697,599
76260555,423,303,595
3519275,19,775,239
8584184,127,136,497
130430646,843,723,214
188516328,649,637,456
27373680,667,152,270
37787568,422,492,182
158313120,508,318,980
3945480,7,610,924
49628250,411,125,966
207537280,920,613,368
31956372,422,601,126
127039590,423,710,423
236110368,683,554,624
495945675,789,867,725
33236154,186,889,201
74077848,138,962,558
13864312,634,308,71
138500460,410,882,383
110869568,691,368,436
55067160,565,248,393
314572712,797,412,958
205003652,938,469,466
238724304,574,516,806
23461256,169,518,268
199005515,823,685,353
232529451,847,769,357
21436974,729,507,58
243150660,765,324,981
557044488,924,767,786
38012520,590,78,826
31815000,225,707,200
6436320,424,44,345
246481612,404,923,661
248222030,973,263,970
84994560,651,320,408
4938560,44,920,122
119504000,440,280,970
5763840,79,256,285
1229165,173,203,35
1008620,580,37,47
34387990,310,161,689
161186985,333,655,739
195630696,612,554,577
40949760,496,240,344
1596672,216,32,231
22573596,547,228,181
293440,524,280,2
268586640,993,644,420
490011892,934,947,554
797506,2,677,589
142892640,970,186,792
30728928,608,991,51
302940,15,748,27
185793820,470,478,827
9456024,94,996,101
6012769,581,131,79
72378320,842,614,140
7885593,29,373,729
83050240,805,104,992
266011200,609,455,960
96135216,848,159,713
4653750,625,34,219
26580338,227,922,127
158218928,532,499,596
14722872,249,76,778
139581904,979,268,532
34485000,110,660,475
12330963,229,279,193
264379984,836,914,346
35408860,139,470,542
125449877,301,967,431
227865024,576,893,443
17585064,246,322,222
289987776,993,468,624
111691776,848,588,224
26978986,241,251,446
58649864,182,476,677
181271520,405,568,788
3134875,125,31,809
5070360,93,116,470
60784500,827,750,98
133103880,819,680,239
318661464,646,606,814
13167960,46,390,734
22520700,76,675,439
54880760,391,968,145
25494696,393,306,212
111472848,503,342,648
35346696,124,617,462
51156,28,29,63
321645984,943,969,352
108192528,549,904,218
124747800,200,771,809
21464576,64,791,424
8060304,298,966,28
37293390,579,570,113
14113320,436,166,195
74016180,732,963,105
80293788,866,459,202
19723200,420,587,80
23821200,600,509,78
15161580,573,196,135
36034152,952,111,341
42690270,514,735,113
64171404,934,694,99
7319275,95,95,811
34433280,384,98,915
114626070,663,339,510
826848,29,162,176
111744,3,128,291
252922320,938,535,504
131528745,771,223,765
11368500,25,636,715
125259183,987,531,239
83854340,716,295,397
60190416,429,222,632
18617280,615,704,43
7671510,594,41,315
15205170,73,262,795
149610240,832,999,180
111558824,188,754,787
407216592,738,554,996
151785216,904,528,318
52352640,298,183,960
58631100,218,489,550
94961160,158,954,630
245037320,374,799,820
179700608,544,614,538
27631840,160,373,463
214399053,629,363,939
46887113,163,377,763
533738016,688,786,987
5394711,53,777,131
13333250,190,401,175
153859690,305,629,802
344445696,864,791,504
120252924,414,489,594
446683250,823,835,650
6570126,459,421,34
336775608,653,988,522
74972952,477,531,296
402184328,923,868,502
280852110,798,405,869
114156072,568,489,411
286270338,579,538,919
86491920,272,645,493
121489984,554,308,712
97641440,628,184,845
26960780,305,98,902
60446295,509,315,377
206579584,823,424,592
264359376,298,999,888
161087640,511,426,740
5602758,826,57,119
212846200,925,587,392
154849772,308,893,563
115908408,297,606,644
13399560,456,45,653
155951328,556,377,744
67354240,608,290,382
823868640,940,987,888
37485680,340,641,172
509948140,838,806,755
37071648,144,642,401
204208466,691,418,707
90214852,119,793,956
143769444,806,411,434
125685,171,147,5
443186716,854,829,626
1368738,426,17,189
171206720,464,380,971
89475750,525,195,874
145623800,215,820,826
414376650,725,678,843
212355780,437,910,534
60780372,204,401,743
56444250,250,323,699
91982835,445,357,579
90380400,668,825,164
543246288,884,617,996
2008720,140,211,68
94157784,908,823,126
368024664,564,889,734
68571240,516,485,274
39748947,853,951,49
150570420,763,230,858
112508400,636,610,290
461087640,801,615,936
41370624,804,256,201
12088743,201,137,439
59148700,263,865,260
253797705,343,783,945
914080,20,58,788
140285560,856,449,365
72547650,853,90,945
56265088,898,979,64
27083680,145,449,416
15951984,346,904,51
25496260,527,118,410
11320000,625,283,64
58742024,682,244,353
47742048,652,904,81
75346390,115,883,742
178984080,465,648,594
16616000,800,155,134
65304960,602,339,320
519554504,808,679,947
284526,297,1,958
101044575,821,547,225
100505792,619,472,344
294016590,985,309,966
526140,5,111,948
239407920,632,690,549
7258032,954,12,634
28795662,189,379,402
215821000,703,1000,307
230868360,482,887,540
18149508,468,279,139
9295370,203,95,482
22002000,500,57,772
78558216,372,319,662
32440716,108,329,913
28084224,896,653,48
157552560,513,349,880
25557840,461,84,660
147053606,413,877,406
13178880,440,117,256
204770668,758,922,293
173716344,498,492,709
15528186,267,359,162
63663072,627,608,167
7687008,82,217,432
41454000,300,282,490
774144,48,36,448
165451635,295,617,909
8765325,489,25,717
229096602,574,727,549
385175010,730,813,649
67839648,538,426,296
196880460,916,445,483
15032610,855,118,149
246753000,925,520,513
181062189,987,327,561
330466200,465,872,815
41886880,251,298,560
17131301,671,121,211
15631000,275,58,980
129681360,573,552,410
72524736,666,164,664
7093899,37,243,789
206988284,907,236,967
265181952,922,642,448
13022600,575,76,298
55718110,301,865,214
178537728,244,824,888
95118408,836,126,903
99201774,413,266,903
94953222,741,339,378
114876786,998,629,183
49140144,802,92,666
72070065,909,785,101
32319144,286,774,146
294034860,972,469,645
3834440,514,746,10
120301425,309,725,537
41206592,721,608,94
205152402,273,802,937
189116928,924,328,624
69882680,434,388,415
658401744,994,772,858
2988000,225,830,16
10531345,803,305,43
24404490,270,99,913
25153600,200,316,398
124000,32,25,155
17374390,346,55,913
196350900,775,982,258
3278880,594,16,345
182613760,890,916,224
72818376,584,267,467
278674728,604,786,587
1860654,278,69,97
463191066,534,897,967
466200,555,28,30
349928136,804,502,867
25665562,257,598,167
15314880,43,795,448
249693600,600,689,604
105774522,553,898,213
265681312,962,328,842
111055212,353,971,324
7915320,12,945,698
509710150,925,646,853
262112256,717,408,896
