Y,X1,X2,X3
196142000,404,971,500
30763200,624,725,68
52888875,741,125,571
30590100,225,829,164
64691046,679,237,402
6618420,886,249,30
82530000,500,420,393
258415032,488,597,887
38317816,116,989,334
27479840,328,710,118
328238358,894,889,413
99200976,133,758,984
55384560,814,540,126
17263704,578,57,524
416408031,571,897,813
466558680,966,620,779
357863974,442,991,817
34307550,450,197,387
37066115,365,173,587
479191856,988,604,803
102807936,532,528,366
67216230,417,597,270
82776200,806,158,650
482382264,637,908,834
210699964,523,604,667
519204,883,6,98
5977608,588,598,17
18194582,217,113,742
460782,3,742,207
384842640,526,871,840
97310592,761,192,666
84952087,701,479,253
408454392,772,809,654
90401004,661,393,348
3809120,560,19,358
437339136,932,752,624
33251008,46,784,922
13304222,334,653,61
1886766,501,538,7
149265900,798,215,870
504128478,919,777,706
44214310,623,235,302
56873921,373,317,481
15556320,831,60,312
34377264,496,153,453
13029786,374,441,79
118619280,345,494,696
21154016,104,211,964
45438462,402,661,171
2852544,16,996,179
103231280,502,970,212
449276814,917,774,633
31753920,97,960,341
721201404,924,937,833
240760512,904,548,486
45579300,124,845,435
3272730,590,129,43
38646,3,57,226
59616000,900,80,828
314745750,942,405,825
74088312,697,129,824
47204066,281,182,923
753480,598,12,105
94817040,356,965,276
30490060,82,515,722
65971900,151,850,514
546624,32,18,949
22904320,736,80,389
21870415,119,295,623
68335932,94,798,911
44804242,389,866,133
51903852,377,231,596
19901700,162,975,126
203383920,510,631,632
269457582,853,326,969
379219460,635,692,863
78452400,235,390,856
13528845,165,181,453
54515360,379,580,248
187861700,793,575,412
73360,262,56,5
13206571,971,469,29
33458040,213,420,374
185874974,353,911,578
54978000,264,250,833
255133578,329,921,842
123113274,503,678,361
101446220,718,355,398
21409416,428,63,794
440370684,754,914,639
49677376,584,196,434
2450880,460,296,18
8652800,800,32,338
6214372,422,37,398
138868000,466,1000,298
8205600,400,78,263
1517726,911,238,7
2958685,719,5,823
50354304,364,393,352
8428563,351,37,649
150381530,565,754,353
99397036,211,524,899
1738008,606,12,239
4443552,54,296,278
169831080,477,828,430
107370900,230,702,665
341262648,797,939,456
15560896,59,634,416
89930736,828,862,126
421733620,724,935,623
118338840,584,513,395
30495000,428,125,570
731455499,857,989,863
431555040,945,804,568
2468000,500,617,8
47552400,840,306,185
14015116,809,142,122
135566500,697,778,250
257184840,876,935,314
2573805,201,985,13
26073720,134,470,414
254378622,562,471,961
279296500,802,995,350
694856159,709,997,983
66327162,814,157,519
106741152,424,999,252
2715282,162,151,111
116631424,238,589,832
406193970,955,574,741
17860304,218,152,539
288870624,732,504,783
546042024,807,699,968
1279700,67,955,20
355680360,942,868,435
84913920,567,160,936
280595799,531,717,737
303603300,674,975,462
19690560,172,180,636
76334400,100,912,837
38841642,214,603,301
66343368,518,156,821
51545,13,305,13
25262799,93,493,551
5118828,942,418,13
91861200,237,969,400
507257560,841,680,887
404665140,834,802,605
674303940,899,926,810
15821904,784,31,651
13748616,567,56,433
328152,242,2,678
29528960,344,116,740
6228264,42,524,283
499562737,743,943,713
498060384,899,696,796
1528180,701,109,20
194936000,944,500,413
189451476,681,388,717
117103764,822,437,326
8503920,270,124,254
67520640,660,139,736
367406226,458,803,999
31326750,650,567,85
355715010,835,621,686
44683200,856,696,75
24843105,127,405,483
151333974,954,209,759
516735208,869,622,956
194138640,720,289,933
35505456,56,842,753
91515819,381,599,401
209430208,272,871,884
9591750,210,63,725
307549899,603,863,591
148276074,367,578,699
1540812,663,28,83
27535608,927,632,47
127166652,591,556,387
142137446,866,473,347
205013880,964,695,306
16670940,871,29,660
25322220,490,891,58
299504552,838,898,398
19325484,174,519,214
8176584,718,292,39
62157480,651,308,310
78448426,863,151,602
25218240,723,320,109
4192136,13,932,346
38531282,562,629,109
17696790,474,131,285
211479600,885,290,824
496800,23,27,800
44606004,309,239,604
7708320,202,360,106
117885348,849,812,171
68535048,367,372,502
48975498,99,718,689
93154771,733,167,761
15603288,246,314,202
7950474,81,798,123
40115726,874,553,83
83250360,223,915,408
8173592,58,196,719
5309661,417,107,119
9724050,270,105,343
283965750,379,925,810
2385032,142,494,34
20980056,372,163,346
282406852,596,533,889
320061882,842,483,787
46960584,242,471,412
27405174,87,478,659
492900000,775,1000,636
668460672,986,704,963
131411520,720,206,886
878094000,1000,909,966
607376,4,476,319
256142400,860,876,340
123488760,582,412,515
7649280,80,96,996
301006667,949,757,419
299146608,927,332,972
104643,453,1,231
9152528,152,253,238
445741632,576,833,929
57915704,616,631,149
11398816,611,424,44
229014192,852,902,298
154402740,596,909,285
29647944,101,972,302
15982000,488,262,125
122229360,305,484,828
24875328,184,344,393
81231480,584,165,843
30561888,96,511,623
7172100,613,130,90
4356800,389,56,200
542025330,885,679,902
1177600,46,512,50
241927700,509,970,490
167308704,452,776,477
36972000,50,790,936
47483352,301,626,252
135106650,435,630,493
22250700,45,615,804
134398005,309,595,731
31025850,345,115,782
19028625,175,659,165
526205160,702,930,806
905904,2,648,699
201919302,579,526,663
209558048,952,974,226
24409803,321,341,223
2866820,110,157,166
539049,49,19,579
57807606,762,107,709
25217920,866,416,70
224802040,835,461,584
6080,76,80,1
69718497,197,529,669
2509650,495,507,10
340800,480,355,2
430393320,890,606,798
12716000,125,374,272
82466670,409,390,517
427863480,748,690,829
289359780,683,690,614
24573456,201,283,432
154774016,808,584,328
142450704,967,341,432
36927696,332,299,372
163569672,252,862,753
13069056,624,88,238
10254059,41,383,653
103475520,465,228,976
14309568,576,637,39
159605160,286,710,786
54336019,181,317,947
9252306,398,369,63
196701696,612,324,992
161982848,712,482,472
22414158,162,377,367
136120460,329,755,548
479119446,771,806,771
169355352,631,422,636
14255010,714,55,363
41172912,136,726,417
34191612,639,294,182
340561920,512,964,690
12828480,322,240,166
441414675,659,687,975
224867388,643,386,906
16695360,935,576,31
48374172,554,462,189
16928736,48,902,391
161663040,576,385,729
578601672,649,968,921
39015600,260,205,732
348066992,994,962,364
646384200,952,825,823
303023760,845,744,482
27163620,510,538,99
15311744,92,224,743
32500872,106,918,334
26538915,741,377,95
164151000,300,793,690
81665496,804,243,418
35362320,434,84,970
168250810,793,245,866
12446720,160,442,176
28030790,670,391,107
56022120,645,376,231
339721560,876,695,558
544471996,844,859,751
220775115,407,841,645
125974602,351,762,471
79480800,415,336,570
145565550,447,975,334
183667770,670,429,639
163809450,525,714,437
24231064,718,767,44
8029380,821,326,30
1792200,412,6,725
22334260,806,326,85
591643484,916,709,911
88947680,908,620,158
131930880,799,215,768
66054000,436,500,303
36827894,653,173,326
281706012,972,777,373
219724092,887,983,252
9898352,482,34,604
1707075,135,281,45
4422744,477,76,122
354915652,806,994,443
192321255,815,357,661
89366380,347,815,316
51105600,351,800,182
156044092,886,214,823
53916324,708,77,989
474280430,755,653,962
7362432,96,913,84
129192894,171,823,918
186967872,738,609,416
89201466,383,454,513
612163872,864,863,821
613360,41,110,136
21353200,422,920,55
87900659,181,539,901
1233225,203,243,25
91524000,789,145,800
59526752,769,472,164
673783320,931,740,978
26797056,52,671,768
101359200,400,471,538
95290000,260,733,500
53713608,779,442,156
7596960,68,980,114
20437920,152,405,332
248371200,840,924,320
4164048,972,12,357
516245184,702,784,938
259464265,365,997,713
13345992,411,99,328
19339551,177,903,121
48603330,570,661,129
2365389,9,299,879
321667200,720,510,876
7819390,470,127,131
346215408,566,662,924
6514560,576,290,39
24997729,167,181,827
6182904,447,532,26
575653386,681,998,847
131854248,654,951,212
111636954,869,549,234
4247822,274,37,419
55395184,131,428,988
113083830,459,347,710
107124640,404,280,947
22192326,909,78,313
12799680,398,201,160
252332190,319,799,990
318475500,619,875,588
31868928,896,624,57
1116280,86,59,220
23754600,45,530,996
105533676,342,554,557
2228650,106,145,145
866170800,990,920,951
15825190,719,142,155
92867040,777,415,288
24324096,48,856,592
215368998,689,354,883
148551312,312,479,994
353017875,525,905,743
10127360,23,512,860
4744320,15,448,706
5155692,34,597,254
365421826,397,973,946
292716204,919,762,418
305486896,949,496,649
4520160,18,688,365
344923812,918,731,514
6213350,22,395,715
26829130,446,265,227
53553384,276,886,219
238768328,596,766,523
34200320,220,448,347
261790020,596,645,681
589199520,820,987,728
232225920,604,712,540
109304832,391,546,512
15366400,224,140,490
25768750,190,775,175
248604930,483,602,855
80824305,149,841,645
284830444,566,779,646
304353400,505,610,988
27063456,136,276,721
373056480,822,976,465
188456940,252,929,805
289666708,751,844,457
210908880,783,962,280
107795832,538,566,354
321108750,765,730,575
160570800,876,564,325
6648993,351,997,19
9880000,200,50,988
7241728,256,416,68
118636785,955,129,963
45179772,671,124,543
15999956,548,679,43
256616052,622,798,517
22964634,891,98,263
197524782,897,321,686
32221908,201,732,219
98249740,235,823,508
9460360,113,728,115
222350240,359,784,790
3391473,141,359,67
76970520,682,380,297
51624300,390,427,310
171114722,347,722,683
24427260,468,73,715
307981672,449,958,716
104058070,953,122,895
376104560,842,520,859
479369737,701,913,749
7793280,396,82,240
385104504,964,479,834
89013300,295,705,428
5466825,445,15,819
73298160,382,520,369
163344,2,328,249
6234748,802,598,13
24625820,835,404,73
158599080,684,885,262
220791330,786,305,921
6105792,354,44,392
48566304,864,457,123
38384346,273,242,581
233590500,660,975,363
67293250,475,310,457
2086560,48,207,210
8891110,23,430,899
153926253,333,961,481
44370950,845,178,295
88444916,557,371,428
253198950,929,345,790
132377120,472,370,758
8604288,336,264,97
19926720,160,666,187
5358546,9,853,698
171982760,232,865,857
118053270,765,589,262
8851275,225,47,837
135994950,615,234,945
55904904,552,279,363
147368802,582,427,593
51383250,557,250,369
112402080,413,560,486
126529164,606,782,267
65739088,893,107,688
72689430,759,610,157
19085300,325,212,277
163187856,234,716,974
41811000,308,250,543
20862000,114,500,366
204973860,651,692,455
35375256,813,74,588
28155600,330,316,270
80287200,840,118,810
43768125,625,753,93
21185910,610,227,153
220050936,644,926,369
137058152,226,716,847
402142097,917,829,529
5507820,10,827,666
107984448,736,286,513
16777810,805,34,613
16979475,93,335,545
18504850,415,182,245
44817984,597,184,408
149866200,638,675,348
84266526,382,417,529
2199240,30,123,596
580980,421,23,60
164159080,503,796,410
166908456,516,754,429
427738010,887,830,581
97230456,324,454,661
26712,636,42,1
125078304,689,488,372
16945220,181,604,155
352140210,510,717,963
260641920,451,640,903
179224326,467,414,927
39768571,157,439,577
63577850,175,746,487
194332950,955,630,323
38448928,217,784,226
108937920,430,728,348
33095940,710,914,51
316020650,463,850,803
21421836,867,174,142
328652310,861,410,931
15028902,457,162,203
97791540,671,347,420
15206859,27,723,779
294865272,918,348,923
11770645,83,565,251
32606000,959,200,170
401841000,825,902,540
112144449,857,159,823
281520,207,80,17
209550000,635,550,600
294539328,963,432,708
51701760,864,80,748
2738148,881,518,6
292274440,677,860,502
97735050,798,575,213
22553126,601,58,647
28456650,225,394,321
127873512,678,279,676
4996062,563,986,9
65043550,715,110,827
91391328,483,657,288
620094720,885,952,736
897644,253,887,4
63811800,972,325,202
35443008,864,258,159
8098188,714,53,214
39373125,415,345,275
7020486,223,477,66
299219836,857,914,382
93487160,185,904,559
21633836,877,881,28
135605148,966,518,271
143878602,258,931,599
271085760,946,480,597
378934080,749,816,620
306967320,435,792,891
215422912,544,646,613
215405232,357,877,688
44895480,580,194,399
247166486,571,686,631
196581000,462,500,851
7033000,541,260,50
80808,13,111,56
19136,23,104,8
16385600,140,440,266
44929664,676,67,992
80713280,296,340,802
49163478,273,254,709
1598352,142,402,28
62521020,303,362,570
22543248,397,168,338
185519776,272,709,962
119132160,831,512,280
8180700,22,670,555
63856800,147,800,543
63957600,810,336,235
33774720,359,588,160
217406826,603,566,637
358101940,794,758,595
213513462,487,621,706
90489495,829,383,285
13074516,921,169,84
703459540,740,977,973
362477280,632,605,948
177128610,985,697,258
26372320,310,104,818
366228324,462,937,846
365477552,788,508,913
50311800,726,693,100
3007872,42,746,96
207379210,439,485,974
4173120,135,322,96
82035455,815,527,191
5097620,470,319,34
7792400,242,40,805
3141180,831,756,5
549820834,659,926,901
43947267,377,427,273
7553982,989,201,38
603171696,986,718,852
81636720,578,330,428
3648442,631,59,98
22888684,182,691,182
64464840,892,365,198
31948334,613,206,253
5422032,489,56,198
29469760,524,80,703
102535840,253,680,596
7617600,920,12,690
797999020,947,910,926
18351135,165,849,131
245172544,541,776,584
48936960,648,640,118
83043356,431,302,638
7633890,363,30,701
206698635,645,351,913
33438780,115,738,394
63332640,160,549,721
28133352,774,233,156
19419102,57,486,701
698855040,816,915,936
159145242,653,453,538
29983086,423,166,427
161388480,544,341,870
100260800,281,400,892
500216640,737,840,808
61823250,225,710,387
25332660,261,230,422
194629050,385,615,822
342333684,927,763,484
10908081,111,549,179
152511930,765,447,446
56291250,750,85,883
14242428,103,501,276
41499120,260,849,188
15600500,761,125,164
160216160,788,598,340
188563326,593,938,339
118732900,286,575,722
177598278,211,858,981
8902950,973,150,61
69184192,556,176,707
2835744,872,271,12
25930040,970,163,164
113059681,973,131,887
64995840,468,217,640
93101184,341,474,576
328038466,557,713,826
138573600,724,660,290
95084132,673,247,572
76179312,306,943,264
33605220,863,165,236
164466022,743,679,326
13304070,195,822,83
201108138,402,979,511
356799100,380,973,965
107084472,788,426,319
204903930,829,330,749
131539320,236,990,563
133939143,353,611,621
137538324,298,999,462
9724050,441,150,147
74870574,327,958,239
81437940,460,249,711
241598025,675,997,359
88743468,204,781,557
237458962,661,674,533
345339450,661,810,645
112908656,827,644,212
179062650,537,390,855
32203776,64,953,528
192423660,780,451,547
259742136,548,802,591
47171242,797,293,202
689051805,785,923,951
25123280,203,136,910
553867080,676,930,881
329351220,362,919,990
159089850,809,570,345
3600012,6,611,982
354012750,855,490,845
7329774,74,137,723
292736640,336,920,947
253965285,447,735,773
185809960,245,934,812
9797304,649,34,444
335389600,910,542,680
7001280,40,221,792
80017240,205,503,776
26792888,152,491,359
50091048,486,252,409
12100712,379,52,614
104386320,543,712,270
265933500,399,775,860
94974912,276,428,804
7692300,990,210,37
164014992,342,794,604
571355775,675,849,997
31988528,682,902,52
108504360,366,810,366
80039115,379,247,855
683395104,952,978,734
190999380,788,565,429
1549296,464,9,371
30391625,341,155,575
234255427,931,323,779
205247280,744,563,490
93899680,826,145,784
33317492,949,131,268
1417230,27,290,181
10846836,462,42,559
236727045,843,291,965
319541760,804,920,432
149980142,857,254,689
300137794,422,779,913
5572710,429,15,866
229041540,630,767,474
61584048,661,647,144
11400216,291,664,59
549841656,728,813,929
191090340,861,548,405
4843692,6,903,894
360990896,889,619,656
8869934,743,47,254
75479825,835,101,895
163594360,454,430,838
55048000,500,112,983
78969600,120,914,720
778944140,988,817,965
13493496,57,932,254
296979144,924,542,593
98341530,570,503,343
123385416,358,373,924
154470240,411,648,580
226229472,574,816,483
117142740,962,990,123
30838710,262,885,133
31343025,227,525,263
430360,530,2,406
30641520,780,122,322
187897728,928,564,359
60283269,199,347,873
134801064,202,668,999
22665087,257,239,369
20686250,670,475,65
141003150,438,395,815
7018782,381,122,151
136038240,559,936,260
1523290,37,46,895
9345861,63,477,311
11515824,366,69,456
34424064,603,256,223
395246432,721,926,592
5005560,708,202,35
271500768,371,847,864
227498220,443,540,951
121919436,526,326,711
97283401,349,323,863
105496320,332,662,480
508048100,841,700,863
42250332,116,727,501
98696912,226,632,691
6607260,564,213,55
38535912,172,243,922
4687550,175,227,118
49381760,655,128,589
156865639,677,419,553
223869035,271,923,895
6033888,584,21,492
275051400,895,985,312
56660560,341,536,310
19226784,381,166,304
62786360,734,910,94
33342777,741,283,159
8029490,70,251,457
6704640,776,240,36
10332960,760,132,103
396917664,429,928,997
7508767,203,47,787
20852304,176,219,541
36740088,987,396,94
6594288,74,316,282
14796300,465,740,43
220164912,642,396,866
76465008,106,774,932
355132092,826,547,786
133803992,404,574,577
144548040,310,637,732
210916800,970,604,360
47517080,184,377,685
167650560,243,784,880
321840,135,8,298
19697700,127,705,220
110770084,389,514,554
32677722,297,203,542
46533760,476,104,940
77650815,155,627,799
29079540,49,630,942
102829797,679,213,711
1287648,204,526,12
146211782,766,989,193
1058718,19,111,502
157909213,539,773,379
777480,76,30,341
356947968,984,872,416
388896352,508,884,866
23280600,92,482,525
128690260,206,895,698
103530180,401,780,331
6562050,485,410,33
2948940,774,635,6
166524930,990,227,741
466092,3,214,726
27452250,249,225,490
1651104,112,54,273
252897772,773,356,919
648048414,751,897,962
104792600,950,218,506
20233994,803,86,293
99414612,657,418,362
11328560,76,580,257
25892880,688,65,579
44978574,67,762,881
106434432,552,824,234
33125175,333,115,865
16947630,427,45,882
364305924,713,513,996
2062704,3,784,877
28378350,650,81,539
17148630,166,213,485
87678720,708,288,430
1556640,12,690,188
130362780,591,269,820
620950050,945,745,882
151707168,547,648,428
209852370,511,507,810
198850920,890,258,866
5082000,125,176,231
224248640,770,958,304
25285392,396,313,204
62354994,949,282,233
497211264,738,957,704
26886300,775,118,294
489592712,994,686,718
40287560,295,172,794
177037365,467,597,635
442867320,804,602,915
41216175,429,105,915
162939406,529,898,343
321961640,559,770,748
6855030,42,465,351
120750750,750,801,201
1641240,582,235,12
801212958,973,918,897
122061940,637,286,670
6314938,518,167,73
104868036,807,833,156
215016020,809,388,685
7751120,80,377,257
16595943,777,689,31
88357220,665,563,236
598131594,894,711,941
327850552,554,751,788
152737170,719,438,485
501357780,593,915,924
293860480,355,892,928
207636000,780,550,484
10839893,59,269,683
199688040,815,498,492
34169944,479,964,74
202000932,931,492,441
436968,17,119,216
107974464,832,181,717
413242025,749,725,761
21036191,391,73,737
25190750,250,337,299
9440550,74,189,675
13107000,250,68,771
89814060,833,180,599
5838168,266,93,236
62219040,767,676,120
247986375,301,975,845
64331400,159,595,680
335559000,725,570,812
48512772,602,242,333
38649600,244,704,225
241532060,658,710,517
41741440,173,580,416
3842475,65,105,563
15927072,137,672,173
191100,7,100,273
98780532,291,452,751
1745172,113,468,33
182792808,396,719,642
38717948,778,167,298
2622080,34,964,80
250835820,890,878,321
313073540,683,860,533
87866145,965,453,201
373800,623,1,600
39666984,68,969,602
162019520,544,395,754
355886004,879,797,508
127473225,745,915,187
38155522,229,227,734
56152928,416,347,389
29170512,673,129,336
120915840,960,887,142
44899335,345,923,141
2550000,300,170,50
228679920,336,867,785
292374000,1000,878,333
8703660,391,795,28
110222830,695,443,358
45325332,162,442,633
34525872,229,349,432
52157560,890,161,364
21039200,416,595,85
753504,752,3,334
55493984,884,826,76
428480250,835,933,550
40837104,176,381,609
3076136,337,28,326
51881310,390,351,379
199850400,300,984,677
116325280,877,160,829
162631735,713,245,931
356434320,814,712,615
149690400,300,776,643
558600,49,152,75
55404000,120,900,513
73536288,984,314,238
21488775,305,671,105
45134460,951,226,210
19949280,299,120,556
14014467,73,249,771
49280868,441,614,182
190552728,664,331,867
229263970,355,842,767
32798682,81,434,933
47293350,158,325,921
171770000,712,965,250
209889297,843,447,557
73641555,405,923,197
356420144,628,713,796
2577894,562,11,417
38486799,377,171,597
57762192,136,997,426
65600772,268,417,587
157072775,425,617,599
74625616,92,821,988
104824125,945,225,493
159978168,742,452,477
450027600,993,515,880
55204176,772,101,708
82127136,588,632,221
247717260,534,705,658
2469740,118,65,322
81766620,260,747,421
49531650,525,161,586
117267912,674,972,179
36970752,368,208,483
582295,1,889,655
19628640,634,774,40
3877038,642,99,61
37910664,198,317,604
211282708,404,821,637
59520136,598,167,596
73490976,324,727,312
90313314,753,659,182
116540304,502,408,569
6601000,500,41,322
16548840,796,462,45
235587309,281,967,867
123962850,951,395,330
27868848,147,272,697
128388260,583,847,260
301862700,898,830,405
348797988,492,837,847
25204770,435,522,111
124679520,434,945,304
256143602,979,347,754
84814380,747,811,140
26030592,96,504,538
100375188,452,237,937
36771822,151,249,978
21249,1,27,787
874350,174,201,25
30323868,111,838,326
90148240,812,244,455
347992095,501,865,803
15116313,191,111,713
68024745,235,453,639
7381638,297,578,43
11454156,654,126,139
93214830,339,310,887
94365600,615,959,160
83515650,438,725,263
55157088,778,112,633
241823240,526,724,635
23553500,85,850,326
385003125,845,625,729
64386630,798,163,495
2454627,7,653,537
9208584,604,63,242
381256848,882,581,744
107187366,451,554,429
152434656,792,373,516
69765696,484,176,819
41392591,443,223,419
14799120,766,30,644
48213200,200,938,257
321611472,702,567,808
645890960,808,845,946
29788800,160,642,290
229767608,437,916,574
87263610,890,667,147
203528370,906,895,251
502623408,716,959,732
476553840,840,677,838
64344432,552,349,334
5431296,156,544,64
1227600,744,66,25
484199627,697,701,991
318201750,885,423,850
547990560,876,780,802
47249916,751,321,196
409599000,852,750,641
461267835,615,763,983
185196480,762,992,245
186803136,624,741,404
162293744,779,232,898
398377980,594,770,871
251899200,560,735,612
48935460,268,185,987
7526736,524,756,19
36049728,528,101,676
25369575,165,955,161
389436544,952,691,592
1470144,52,76,372
30965140,292,127,835
71311409,169,829,509
174700512,252,772,898
479336130,567,910,929
9358925,323,61,475
12438216,138,148,609
100707432,644,778,201
16009656,776,69,299
41697704,397,152,691
176235000,620,375,758
141028842,699,718,281
264683580,701,434,870
144963420,395,514,714
521833631,887,869,677
3455480,328,49,215
56591730,195,701,414
46322850,525,281,314
143639700,300,919,521
105182616,346,564,539
29720808,562,339,156
28057449,217,329,393
83184876,986,258,327
4054572,82,369,134
261443952,646,438,924
14641029,867,39,433
54135774,843,66,973
284580,34,15,558
36344558,157,818,283
163352891,481,709,479
21922520,206,340,313
5674445,805,133,53
65630250,926,875,81
113038380,201,618,910
176094360,191,985,936
53903520,83,984,660
108420000,500,390,556
18249660,990,26,709
28322595,43,945,697
266309316,546,553,882
20667640,892,331,70
27288000,758,300,120
15515064,138,162,694
534514266,739,843,858
173466,69,6,419
35166528,108,866,376
48997440,432,535,212
192946677,327,869,679
3219348,6,638,841
11601400,76,215,710
58331760,68,870,986
4688847,107,541,81
2910864,894,88,37
10739376,656,963,17
378343584,822,688,669
4778800,325,16,919
6101634,329,843,22
172814148,534,922,351
403613100,825,708,691
13031568,33,912,433
57739000,724,145,550
11416860,36,533,595
2706920,74,59,620
15218775,387,121,325
20619720,440,369,127
97864560,387,464,545
152082900,837,316,575
7623096,156,922,53
120541652,757,308,517
101957562,203,639,786
70884288,408,456,381
282903324,374,803,942
149757450,865,597,290
32264190,315,129,794
164893248,608,342,793
6929744,146,698,68
71479694,586,853,143
15044666,241,343,182
70151340,446,490,321
211655136,548,418,924
578858280,869,780,854
2651616,31,396,216
4451650,49,790,115
168830948,451,598,626
400147622,917,497,878
275144580,333,940,879
47480250,590,435,185
85468500,250,974,351
208010712,606,533,644
92892492,341,329,828
29414250,769,75,510
30841542,226,531,257
6609600,850,972,8
71249423,497,529,271
81034240,760,112,952
66547188,449,207,716
54158328,387,294,476
202188,29,996,7
23135280,752,293,105
27702224,328,242,349
24770617,223,113,983
105457660,235,658,682
48355164,117,606,682
11620800,16,900,807
135868070,481,601,470
554865696,924,764,786
75575500,650,302,385
2720520,45,66,916
210954240,640,654,504
103707828,644,261,617
95124780,414,345,666
7330440,185,78,508
84522240,704,414,290
241871700,773,894,350
35534364,213,233,716
103395000,625,366,452
44196064,583,412,184
41682048,232,912,197
252071420,626,670,601
67009488,667,322,312
50940936,372,174,787
178188328,926,659,292
469427560,889,614,860
314743000,923,550,620
1039650,58,717,25
195235344,922,306,692
602494200,840,891,805
2927716,121,92,263
57165152,466,136,902
6208888,329,337,56
393235425,753,633,825
50983515,811,165,381
5103332,442,502,23
121878900,947,450,286
293625000,500,870,675
167829408,452,972,382
326246400,480,960,708
11885360,29,436,940
45839328,876,124,422
18410868,142,378,343
63415596,564,229,491
88285925,455,257,755
35369752,61,599,968
37347178,181,226,913
192399030,835,251,918
78695560,290,758,358
375497500,430,875,998
73660928,656,352,319
301373072,607,728,682
842166,59,117,122
31813500,762,334,125
255103904,748,356,958
52935312,303,244,716
169430400,636,720,370
110721600,480,699,330
159408,81,123,16
40306500,477,650,130
224514504,486,843,548
340193920,955,736,484
185280144,714,398,652
13001570,290,419,107
4058775,15,859,315
152069632,496,416,737
211109298,633,578,577
4310820,887,45,108
693543092,836,929,893
90240290,670,497,271
103814230,955,113,962
174176730,567,442,695
5854800,340,82,210
30407880,71,645,664
4862662,98,59,841
23650536,273,476,182
352720446,841,566,741
272952,136,223,9
119809368,866,244,567
206254800,705,345,848
315903744,689,796,576
37729216,448,371,227
298740456,833,408,879
168407748,837,972,207
143475840,722,230,864
421987974,794,613,867
8621542,166,311,167
315263085,543,769,755
31046000,172,475,380
107578240,740,224,649
28932912,446,901,72
30630660,190,582,277
33122600,175,236,802
19961088,672,94,316
136,8,1,17
94915086,203,523,894
45091800,141,600,533
5549310,162,527,65
169774500,345,700,703
219693744,586,738,508
284208000,930,320,955
478045420,919,620,839
172838400,643,768,350
198856944,444,468,957
73885392,461,477,336
71994230,133,703,770
174869380,745,707,332
96092766,979,574,171
6417840,13,528,935
17857620,622,435,66
3610950,905,665,6
297791208,933,682,468
148277416,556,602,443
117654536,344,893,383
3244098,209,26,597
93936,19,309,16
66735900,198,630,535
44357838,471,961,98
81078624,449,432,418
162603900,444,771,475
111759236,661,172,983
681327504,858,807,984
4037670,170,63,377
9088200,108,255,330
106060395,609,571,305
221770380,948,767,305
216657665,931,427,545
15711744,32,772,636
93453279,857,669,163
284342305,599,871,545
323098640,694,565,824
9100224,296,72,427
44994516,186,518,467
100776192,352,632,453
60332868,309,318,614
54643125,193,755,375
164961440,794,490,424
29237760,320,141,648
284679494,347,838,979
18110696,206,709,124
1841784,8,577,399
108599400,680,819,195
7968520,70,298,382
22768560,240,127,747
16187481,109,569,261
